
# Note: The column header names should not be changed if you wish to import this .csv file into the Quartus Prime software.

To,Direction,Location,I/O Bank,VREF Group,Fitter Location,I/O Standard,Reserved,Current Strength,Slew Rate,Differential Pair,Strict Preservation
DSW[1]        , Output , PIN_AB12     ,,,,,,,,,
DSW[2]        , Output , PIN_AB11     ,,,,,,,,,
DSW[3]        , Output , PIN_AB10     ,,,,,,,,,
DSW[4]        , Output , PIN_AB9      ,,,,,,,,,
DSW[5]        , Output , PIN_AC8      ,,,,,,,,,
DSW[6]        , Output , PIN_AH6      ,,,,,,,,,
DSW[7]        , Output , PIN_AG6      ,,,,,,,,,


# GPIO-1

Q[0]  , Output , PIN_AH8     ,,,,,,,,,
Q[1]  , Output , PIN_AG12    ,,,,,,,,,
Q[2]  , Output , PIN_AJ10    ,,,,,,,,,
Q[3]  , Output , PIN_AF13    ,,,,,,,,,

EX[0]   , Output , PIN_AW5    ,,,,,,,,,
EX[1]   , Output , PIN_AW4    ,,,,,,,,,
EX[2]   , Output , PIN_AV8    ,,,,,,,,,
EX[3]   , Output , PIN_AU10   ,,,,,,,,,
EX[4]   , Output , PIN_AP8    ,,,,,,,,,
EX[5]   , Output , PIN_AU6    ,,,,,,,,,
EX[6]   , Output , PIN_AU7    ,,,,,,,,,
EX[7]   , Output , PIN_AP6    ,,,,,,,,,
EX[8]   , Output , PIN_AN7    ,,,,,,,,,
EX[9]   , Output , PIN_AL6    ,,,,,,,,,
EX[10]  , Output , PIN_AL5    ,,,,,,,,,
EX[11]  , Output , PIN_AK9    ,,,,,,,,,

ADC_BAT_V_CONVST, Output , PIN_AW8    ,,,,,,,,,
ADC_BAT_V_EOC   , Input  , PIN_AV10   ,,,,,,,,,
ADC_BAT_V[0]    , Input  , PIN_AW10   ,,,,,,,,,
ADC_BAT_V[1]    , Input  , PIN_AU8    ,,,,,,,,,
ADC_BAT_V[2]    , Input  , PIN_AT10   ,,,,,,,,,
ADC_BAT_V[3]    , Input  , PIN_AT6    ,,,,,,,,,
ADC_BAT_V[4]    , Input  , PIN_AR5    ,,,,,,,,,  
ADC_BAT_V[5]    , Input  , PIN_AT7    ,,,,,,,,,
ADC_BAT_V[6]    , Input  , PIN_AN6    ,,,,,,,,,
ADC_BAT_V[7]    , Input  , PIN_AM6    ,,,,,,,,,

ADC_BAT_I_CONVST, Output , PIN_AE12   ,,,,,,,,,
ADC_BAT_I_EOC   , Input  , PIN_AE10   ,,,,,,,,,
ADC_BAT_I[0]    , Input  , PIN_AL9    ,,,,,,,,,
ADC_BAT_I[1]    , Input  , PIN_AJ6    ,,,,,,,,,
ADC_BAT_I[2]    , Input  , PIN_AH11   ,,,,,,,,,
ADC_BAT_I[3]    , Input  , PIN_AH9    ,,,,,,,,,
ADC_BAT_I[4]    , Input  , PIN_AH10   ,,,,,,,,,
ADC_BAT_I[5]    , Input  , PIN_AE13   ,,,,,,,,,
ADC_BAT_I[6]    , Input  , PIN_AP10   ,,,,,,,,,
ADC_BAT_I[7]    , Input  , PIN_AE11   ,,,,,,,,,

# GPIO-0
GPIO0[0]  , Output ,  PIN_AF6     ,,,,,,,,,
GPIO0[1]  , Output ,  PIN_AU9     ,,,,,,,,,
GPIO0[2]  , Output ,  PIN_AE5     ,,,,,,,,,
GPIO0[3]  , Output ,  PIN_AR8     ,,,,,,,,,
GPIO0[4]  , Output ,  PIN_AN9     ,,,,,,,,,
GPIO0[5]  , Output ,  PIN_AP9     ,,,,,,,,,
GPIO0[6]  , Output ,  PIN_AV5     ,,,,,,,,,
GPIO0[7]  , Output ,  PIN_AW6     ,,,,,,,,,
GPIO0[8]  , Output ,  PIN_AV7     ,,,,,,,,,
GPIO0[9]  , Output ,  PIN_AW7     ,,,,,,,,,
GPIO0[10] , Output ,  PIN_AT5     ,,,,,,,,,
GPIO0[11] , Output ,  PIN_AT8     ,,,,,,,,,
GPIO0[12] , Output ,  PIN_AP5     ,,,,,,,,,
GPIO0[13] , Output ,  PIN_AP7     ,,,,,,,,,
GPIO0[14] , Output ,  PIN_AN5     ,,,,,,,,,
GPIO0[15] , Output ,  PIN_AN10    ,,,,,,,,,
GPIO0[16] , Output ,  PIN_AM5     ,,,,,,,,,
GPIO0[17] , Output ,  PIN_AM10    ,,,,,,,,,
GPIO0[18] , Output ,  PIN_AL10    ,,,,,,,,,
GPIO0[19] , Output ,  PIN_AM8     ,,,,,,,,,
GPIO0[20] , Output ,  PIN_AL8     ,,,,,,,,,
GPIO0[21] , Output ,  PIN_AK8     ,,,,,,,,,
GPIO0[22] , Output ,  PIN_AJ11    ,,,,,,,,,
GPIO0[23] , Output ,  PIN_AK7     ,,,,,,,,,
GPIO0[24] , Output ,  PIN_AJ5     ,,,,,,,,,
GPIO0[25] , Output ,  PIN_AH12    ,,,,,,,,,
GPIO0[26] , Output ,  PIN_AG10    ,,,,,,,,,
GPIO0[27] , Output ,  PIN_AG13    ,,,,,,,,,
GPIO0[28] , Output ,  PIN_AG9     ,,,,,,,,,
GPIO0[29] , Output ,  PIN_AF11    ,,,,,,,,,
GPIO0[30] , Output ,  PIN_AT9     ,,,,,,,,,
GPIO0[31] , Output ,  PIN_AF10    ,,,,,,,,,
GPIO0[32] , Output ,  PIN_AD10    ,,,,,,,,,
GPIO0[33] , Output ,  PIN_AD9     ,,,,,,,,,
GPIO0[34] , Output ,  PIN_AD12    ,,,,,,,,,
GPIO0[35] , Output ,  PIN_AD13    ,,,,,,,,,

# ADC + DAC TANK
ADA_DATA[0]   , Input  , PIN_T12     ,,,,,,,,,
ADA_DATA[1]   , Input  , PIN_T13     ,,,,,,,,,
ADA_DATA[2]   , Input  , PIN_R11     ,,,,,,,,,
ADA_DATA[3]   , Input  , PIN_R12     ,,,,,,,,,
ADA_DATA[4]   , Input  , PIN_M12     ,,,,,,,,,
ADA_DATA[5]   , Input  , PIN_N12     ,,,,,,,,,
ADA_DATA[6]   , Input  , PIN_N10     ,,,,,,,,,
ADA_DATA[7]   , Input  , PIN_N11     ,,,,,,,,,
ADA_DATA[8]   , Input  , PIN_J10     ,,,,,,,,,
ADA_DATA[9]   , Input  , PIN_K10     ,,,,,,,,,
ADA_DATA[10]  , Input  , PIN_J9      ,,,,,,,,,
ADA_DATA[11]  , Input  , PIN_K9      ,,,,,,,,,
ADA_DATA[12]  , Input  , PIN_G10     ,,,,,,,,,
ADA_DATA[13]  , Input  , PIN_H10     ,,,,,,,,,

ADB_DATA[0]   , Input  , PIN_E10     ,,,,,,,,,
ADB_DATA[1]   , Input  , PIN_F10     ,,,,,,,,,
ADB_DATA[2]   , Input  , PIN_C7      ,,,,,,,,,
ADB_DATA[3]   , Input  , PIN_D7      ,,,,,,,,,
ADB_DATA[4]   , Input  , PIN_C8      ,,,,,,,,,
ADB_DATA[5]   , Input  , PIN_D8      ,,,,,,,,,
ADB_DATA[6]   , Input  , PIN_C9      ,,,,,,,,,
ADB_DATA[7]   , Input  , PIN_D9      ,,,,,,,,,
ADB_DATA[8]   , Input  , PIN_C10     ,,,,,,,,,
ADB_DATA[9]   , Input  , PIN_D10     ,,,,,,,,,
ADB_DATA[10]  , Input  , PIN_C5      ,,,,,,,,,
ADB_DATA[11]  , Input  , PIN_D5      ,,,,,,,,,
ADB_DATA[12]  , Input  , PIN_C6      ,,,,,,,,,
ADB_DATA[13]  , Input  , PIN_D6      ,,,,,,,,,

ADA_OR        , Input  , PIN_R13     ,,,,,,,,,
ADA_OE        , Output , PIN_P13     ,,,,,,,,,
ADA_SPI_CS    , Output , PIN_H7      ,,,,,,,,,
ADA_DCO       , Input  , PIN_W6      ,,,,,,,,,
ADB_OR        , Input  , PIN_G5      ,,,,,,,,,
ADB_OE        , Output , PIN_F5      ,,,,,,,,,
ADB_SPI_CS    , Output , PIN_G6      ,,,,,,,,,
ADB_DCO       , Input  , PIN_W5      ,,,,,,,,,
AD_SCLK       , Output , PIN_F6      ,,,,,,,,,
AD_SDIO       , Output , PIN_G7      ,,,,,,,,,

FPGA_CLK_A_N  , Bidir , PIN_J8       ,,,,,,,,,
FPGA_CLK_A_P  , Bidir , PIN_K8       ,,,,,,,,,
FPGA_CLK_B_N  , Bidir , PIN_W11      ,,,,,,,,,
FPGA_CLK_B_P  , Bidir , PIN_W12      ,,,,,,,,,


DA[13]        , Output , PIN_M10     ,,,,,,,,,
DB[13]        , Output , PIN_F7      ,,,,,,,,,
DA[12]        , Output , PIN_L10     ,,,,,,,,,
DB[12]        , Output , PIN_E7      ,,,,,,,,,
DA[11]        , Output , PIN_M8      ,,,,,,,,,
DB[11]        , Output , PIN_G8      ,,,,,,,,,
DA[10]        , Output , PIN_M7      ,,,,,,,,,
DB[10]        , Output , PIN_F8      ,,,,,,,,,
DA[9]         , Output , PIN_M11     ,,,,,,,,,
DB[9]         , Output , PIN_G9      ,,,,,,,,,
DA[8]         , Output , PIN_L11     ,,,,,,,,,
DB[8]         , Output , PIN_F9      ,,,,,,,,,
DA[7]         , Output , PIN_N9      ,,,,,,,,,
DB[7]         , Output , PIN_N6      ,,,,,,,,,
DA[6]         , Output , PIN_P8      ,,,,,,,,,
DB[6]         , Output , PIN_N5      ,,,,,,,,,
DA[5]         , Output , PIN_R9      ,,,,,,,,,
DB[5]         , Output , PIN_M6      ,,,,,,,,,
DA[4]         , Output , PIN_R8      ,,,,,,,,,
DB[4]         , Output , PIN_L5      ,,,,,,,,,
DA[3]         , Output , PIN_U10     ,,,,,,,,,
DB[3]         , Output , PIN_R6      ,,,,,,,,,
DA[2]         , Output , PIN_T9      ,,,,,,,,,
DB[2]         , Output , PIN_R5      ,,,,,,,,,
DA[1]         , Output , PIN_V10     ,,,,,,,,,
DB[1]         , Output , PIN_R7      ,,,,,,,,,
DA[0]         , Output , PIN_V9      ,,,,,,,,,
DB[0]         , Output , PIN_P6      ,,,,,,,,,


